City,Restaurant ID,Restaurant Name,Order Time
Washington D.C.,b084d0fa-4280-4ea4-afd5-a484e93c8642,Ice Cream Jubilee (Columbia Heights),
Washington D.C.,fcb3d274-1994-46ca-8b4b-536afa1a8b37,Astor Mediterranean,
Washington D.C.,5d098a61-0e57-4582-88ab-2a297331af96,Simply Banh Mi,
Washington D.C.,e0ecef75-f559-449b-9535-a4cfbc24c982,Muncheez,
Washington D.C.,6d0a34ed-3e12-4596-afbc-1341fab0ee80,Tono Sushi (Woodley Park),
Washington D.C.,e8c9d729-1b2c-4c97-8250-2246453b2425,Souvlaki (Dupont Circle),
Washington D.C.,d8834c0a-e674-4750-9594-ca79412cd64f,Jyoti Indian Cuisine,
Washington D.C.,a7a61bdf-3bbc-41ef-8b25-a8fb53915291,Bandit Taco,
Washington D.C.,f76d2ad3-9e51-4ce2-830a-39a1bb2fe495,Muncheez,
Washington D.C.,96392ecb-9f5b-4edf-9953-3a2b34da2055,Bua Thai Restaurant,
Washington D.C.,a6e34306-a7ce-43e0-8615-8fb25a1e8553,Aloha Poke Co (19th St),
Washington D.C.,a7a61bdf-3bbc-41ef-8b25-a8fb53915291,Bandit Taco,
Washington D.C.,cef70aa6-a202-407a-b2e0-8dd92e393e12,Ledo Pizza,
Washington D.C.,f76d2ad3-9e51-4ce2-830a-39a1bb2fe495,Muncheez,
Washington D.C.,8da36ea8-bf39-4f68-9876-533a138d522e,Paisano's Pizza (1815 Wisconsin Ave NW),
Washington D.C.,9bdd1239-5d8d-48cf-8f1a-1aca0fb1e095,Sol Mexican Grill,
Washington D.C.,d8834c0a-e674-4750-9594-ca79412cd64f,Jyoti Indian Cuisine,
Washington D.C.,5571697f-8281-4863-830a-4007852d092d,California Tortilla (Cleveland Park),
Washington D.C.,04a6bc4e-b276-4615-bc17-afb81834a9a6,McDonald's® (Adams Morgan),
Washington D.C.,e0ecef75-f559-449b-9535-a4cfbc24c982,Muncheez,
Washington D.C.,4f3cd24f-8db4-4c4b-918f-563b18588e0b,Pokeworks,
Washington D.C.,7c85b957-892c-422b-86dc-68707eca5ce1,Nando's PERi-PERi (2631 Connecticut Ave NW),
Washington D.C.,4f3cd24f-8db4-4c4b-918f-563b18588e0b,Pokeworks,
Washington D.C.,5239340b-fa3b-45d0-aa25-ea32a37bd195,Lei'd Poke Hawaiian,
Washington D.C.,e0ecef75-f559-449b-9535-a4cfbc24c982,Muncheez,
Washington D.C.,3330d773-c655-4490-95b1-e006bcddcde1,LEON,
Washington D.C.,4d3905d1-9b41-464a-99b4-10973901b13e,Yafa Grille (Dupont Circle),
Washington D.C.,3d0665a0-1359-4c4d-8e95-3568af1993c3,I-Thai,
Washington D.C.,4f3cd24f-8db4-4c4b-918f-563b18588e0b,Pokeworks,
Washington D.C.,6d0a34ed-3e12-4596-afbc-1341fab0ee80,Tono Sushi (Woodley Park),
Washington D.C.,f76d2ad3-9e51-4ce2-830a-39a1bb2fe495,Muncheez,
Washington D.C.,b84ef8aa-1d5d-4534-bd26-67e47ad481ec,Laliguras,
